date,topic,probability
07/10/00,error,0.04414822964415361
07/10/00,court,0.0386297009386344
07/10/00,penalty,0.0386297009386344
07/11/00,lake,0.04573294336863438
07/11/00,specie,0.03311695899108007
07/11/00,lamprey,0.023654970707914332
07/11/00,goby,0.023654970707914332
07/11/00,water,0.018923976566331466
07/12/00,saratoga,0.0320432319637989
07/12/00,horse,0.019225939178279337
07/12/00,racing,0.017089723714026075
07/12/00,race,0.017089723714026075
07/12/00,rio,0.014953508249772818
07/13/00,farmer,0.03702259253092453
07/13/00,yield,0.02297954019160833
07/13/00,monitor,0.02297954019160833
07/13/00,field,0.02230834626023359
07/13/00,farm,0.019149616826340272
07/14/00,july,0.01764914916126128
07/14/00,art,0.01507158393606238
07/14/00,gallery,0.012896996672156963
07/14/00,artist,0.007616736498654692
07/14/00,museum,0.007616732272673843
07/15/00,napster,0.02689297493024975
07/15/00,freedom,0.017113711319249842
07/15/00,music,0.01398336303235985
07/15/00,song,0.012783484479100445
07/15/00,association,0.012224079513749887
07/16/00,informer,0.022278130403948347
07/16/00,week,0.014830235374946696
07/16/00,bulger,0.013791223583396597
07/16/00,justice,0.009547770173120721
07/16/00,department,0.0066736049593055
07/17/00,patent,0.043721071361073754
07/17/00,software,0.03886317454317667
07/17/00,user,0.029147380907382503
07/17/00,horvitz,0.025503958293959687
07/17/00,computer,0.014430977679511141
07/18/00,davy,0.029849065637750194
07/18/00,television,0.028811640219485377
07/18/00,show,0.023039836453126666
07/18/00,survivor,0.021320761169821567
07/18/00,parson,0.01989937709183346
07/19/00,bradley,0.04075865012970074
07/19/00,garlic,0.030568987597275554
07/19/00,city,0.015284493798637777
07/19/00,cup,0.011887939621162713
07/19/00,bulb,0.010189662532425184
07/20/00,convention,0.07753631341213933
07/20/00,site,0.0296462374811121
07/20/00,party,0.027097778660940968
07/20/00,web,0.022804798062393924
07/20/00,coverage,0.022804798062393924
07/21/00,texas,0.0284038940299403
07/21/00,gore,0.02011942493787438
07/21/00,smith,0.01775243376871269
07/21/00,state,0.015470689343633768
07/21/00,bush,0.015385442599550998
07/22/00,anne,0.03935048790863001
07/22/00,story,0.02554018136810961
07/22/00,gable,0.025296742226976438
07/22/00,delay,0.019675243954315004
07/22/00,sullivan,0.016864494817984292
07/23/00,week,0.012063894994431744
07/23/00,singer,0.01109541360113293
07/23/00,age,0.010391273991969142
07/23/00,jubilee,0.009862589867673714
07/23/00,random,0.009862589867673714
07/24/00,security,0.0489249456364598
07/24/00,bomb,0.04604700765784452
07/24/00,weapon,0.03165731776476811
07/24/00,scientist,0.025901441807537545
07/24/00,state,0.016092738571132137
07/25/00,kumin,0.04674109464458986
07/25/00,cord,0.0175279104917212
07/25/00,book,0.0175279104917212
07/25/00,golfer,0.0175279104917212
07/25/00,golf,0.0175279104917212
07/26/00,beer,0.01829087097707147
07/26/00,wine,0.016736829606590453
07/26/00,letter,0.013718153232803603
07/26/00,museum,0.01143179436066967
07/26/00,fusion,0.009145435488535735
07/27/00,laura,0.03620623614162469
07/27/00,legiardi,0.031861487804629725
07/27/00,tax,0.01882724279364484
07/27/00,broker,0.01882724279364484
07/27/00,space,0.014482494456649876
07/28/00,painting,0.014033579486808206
07/28/00,johnson,0.013689216555052239
07/28/00,art,0.00989003087986263
07/28/00,work,0.008589248391773108
07/28/00,show,0.00631865871114568
07/29/00,park,0.01905905044395861
07/29/00,rock,0.01533772937404846
07/29/00,jesus,0.013633537221376408
07/29/00,gethsemane,0.013633537221376408
07/29/00,music,0.011584116108574875
07/30/00,giuliani,0.032119927105657066
07/30/00,mayor,0.02436684125256743
07/30/00,city,0.018828922786074835
07/30/00,eszterhas,0.013291004319582236
07/30/00,barrett,0.013291004319582236
07/31/00,team,0.02899205170286976
07/31/00,game,0.02899205170286976
07/31/00,club,0.02899205170286976
07/31/00,player,0.025368045240011038
07/31/00,expert,0.025368045240011038
08/01/00,cancer,0.054455903142290714
08/01/00,fibromyalgia,0.036889482773809844
08/01/00,twin,0.028106272589569402
08/01/00,gene,0.026349630552721316
08/01/00,onyx,0.024592988515873226
08/02/00,jack,0.018398511390396062
08/02/00,restaurant,0.011077007606797078
08/02/00,trang,0.010035551667488762
08/02/00,beef,0.009352732790051948
08/02/00,rice,0.009352732790051948
08/03/00,mac,0.06472522741709606
08/03/00,window,0.025555219406023445
08/03/00,version,0.0251716455154375
08/03/00,apple,0.02057797012914414
08/03/00,software,0.01977772136955016
08/04/00,museum,0.024342304896265352
08/04/00,gallery,0.0162282032641769
08/04/00,painting,0.01460538293775921
08/04/00,art,0.012915704328443047
08/04/00,johnson,0.011359742284923828
08/05/00,concorde,0.06662178336160862
08/05/00,airline,0.036339154560877426
08/05/00,airway,0.022207261120536205
08/05/00,flight,0.018169577280438713
08/05/00,air,0.018169577280438713
08/06/00,age,0.01599510953085438
08/06/00,discipline,0.011471428380576127
08/06/00,potter,0.010196825227178779
08/06/00,boy,0.00890909258353536
08/06/00,random,0.007647618920384083
08/07/00,gore,0.05360962350020063
08/07/00,james,0.019146294107214516
08/07/00,vice,0.019146294107214516
08/07/00,idea,0.019146294107214516
08/07/00,power,0.015317035285771611
08/08/00,lens,0.04097528591192254
08/08/00,muscle,0.03414607159326878
08/08/00,pepper,0.025040452501730436
08/08/00,surgery,0.02227594115563141
08/08/00,age,0.019093586266477072
08/09/00,cream,0.044713997612974545
08/09/00,kernel,0.03682329215186139
08/09/00,pit,0.03125474952556698
08/09/00,ice,0.028932586690748236
08/09/00,apricot,0.026302351537043852
08/10/00,project,0.024030272251675592
08/10/00,architect,0.022256414143313107
08/10/00,computer,0.020195757925389888
08/10/00,miller,0.014734091654825917
08/10/00,gehry,0.014734091654825917
08/11/00,stroke,0.02591929911906115
08/11/00,craftsbury,0.013641736378453237
08/11/00,session,0.01091338910276259
08/11/00,sport,0.01091338910276259
08/11/00,movie,0.009986163601448328
08/12/00,potter,0.06152868459989279
08/12/00,book,0.0481528835999161
08/12/00,harry,0.029426762199948726
08/12/00,literature,0.02140128159996271
08/12/00,fire,0.013375800999976694
08/13/00,age,0.02191843207078818
08/13/00,park,0.014409578361337496
08/13/00,week,0.011644142555358594
08/13/00,random,0.010479693353699996
08/13/00,potter,0.010479693353699996
08/14/00,gore,0.05711894646027186
08/14/00,bush,0.0392692756914369
08/14/00,issue,0.03212940738390292
08/14/00,republican,0.021419604922601948
08/14/00,party,0.021419604922601948
08/15/00,virus,0.05631978381367657
08/15/00,bat,0.04380427629952621
08/15/00,acupuncture,0.035460604623425984
08/15/00,pig,0.03128876878537587
08/15/00,fruit,0.02920285086635081
08/16/00,lunch,0.01558654529124858
08/16/00,bistro,0.013708827293176656
08/16/00,wine,0.008572560794574514
08/16/00,steak,0.007833615596100947
08/16/00,midday,0.007833615596100947
08/17/00,herve,0.024403723651665748
08/17/00,baume,0.024403723651665748
08/17/00,target,0.0209174774157135
08/17/00,chair,0.0209174774157135
08/17/00,room,0.017431231179761253
08/18/00,street,0.010454285105085722
08/18/00,picture,0.009921570559387168
08/18/00,johnson,0.009824413640629533
08/18/00,art,0.008988024158611184
08/18/00,admission,0.0086685998628684
08/19/00,company,0.03863192317739368
08/19/00,license,0.027634893441594668
08/19/00,business,0.02414495198587105
08/19/00,spirit,0.020726170081196003
08/19/00,liquor,0.020726170081196003
08/20/00,walker,0.016241173956963572
08/20/00,ashbrook,0.015034972671412863
08/20/00,leap,0.009567709881808184
08/20/00,century,0.008598268565451303
08/20/00,business,0.008576146522638375
08/21/00,time,0.04927130500463533
08/21/00,newspaper,0.03759536056310188
08/21/00,reporter,0.028196520422326416
08/21/00,lizars,0.028196520422326416
08/21/00,product,0.026278029335805513
08/22/00,doctor,0.0302661038372649
08/22/00,story,0.028018297520746412
08/22/00,writer,0.020376943651451936
08/22/00,hysterectomy,0.020376943651451936
08/22/00,physician,0.019583949552739847
08/23/00,sauce,0.018125360920298882
08/23/00,gras,0.012965764487645599
08/23/00,restaurant,0.010319192865306573
08/23/00,salad,0.0097243233657342
08/23/00,bit,0.0097243233657342
08/24/00,lockwood,0.018540020783538565
08/24/00,furniture,0.014832016626830853
08/24/00,house,0.014832016626830853
08/24/00,exhibition,0.01425481024820581
08/24/00,designer,0.012978014548476994
08/25/00,admission,0.01397184560910862
08/25/00,art,0.011487622100757027
08/25/00,hour,0.010927010957714688
08/25/00,gallery,0.01016134226409435
08/25/00,student,0.010161342262880315
08/26/00,stock,0.021620760849972328
08/26/00,fringe,0.01729660867997786
08/26/00,price,0.015112263305053178
08/26/00,course,0.010810380424986164
08/26/00,show,0.010578584204102476
08/27/00,age,0.03663808367602934
08/27/00,week,0.011203081287701332
08/27/00,rose,0.009159520919007335
08/27/00,potter,0.009159520919007335
08/27/00,sophie,0.008014580804131418
08/28/00,judge,0.14446186928103621
08/28/00,seminar,0.05948429911572079
08/28/00,interest,0.03823990657439194
08/28/00,case,0.029742149557860396
08/28/00,chicago,0.016995514033063083
08/29/00,city,0.03567016859514476
08/29/00,statue,0.020161399640733997
08/29/00,stone,0.017059645849851843
08/29/00,archaeologist,0.017059645849851843
08/29/00,century,0.013008204914327673
08/30/00,philip,0.020865656282685423
08/30/00,house,0.019260605799401927
08/30/00,flower,0.014445454349551445
08/30/00,sea,0.012840403866267952
08/30/00,vancouver,0.011235353382984457
08/31/00,wildwood,0.05137859890907501
08/31/00,motel,0.04429189561127156
08/31/00,town,0.01733687562178188
08/31/00,morey,0.015945082420057762
08/31/00,wop,0.012401730771156036
09/01/00,admission,0.012972746783422561
09/01/00,museum,0.01188132554117452
09/01/00,gallery,0.009588551970367454
09/01/00,painting,0.008349039569471764
09/01/00,johnson,0.007896454563832022
09/02/00,dincin,0.05587705502555197
09/02/00,medicine,0.04789461859333027
09/02/00,dolores,0.03192974572888684
09/02/00,buchman,0.03192974572888684
09/02/00,writer,0.03192974572888684
09/03/00,gore,0.024256202474216865
09/03/00,mark,0.013860687128123923
09/03/00,party,0.013724956434563717
09/03/00,lipset,0.011550572606769935
09/03/00,movement,0.010395515346092944
09/04/00,religion,0.02222735941535433
09/04/00,declaration,0.019869792427280136
09/04/00,god,0.019869792427280136
09/04/00,nation,0.019869792427280136
09/04/00,founder,0.015895833941824103
09/05/00,drug,0.11191792727947802
09/05/00,doctor,0.03730597575982601
09/05/00,medication,0.03730597575982601
09/05/00,problem,0.032594697548256245
09/05/00,patient,0.030421716969601355
09/06/00,bernstein,0.04666350778313651
09/06/00,frank,0.03805245761043454
09/06/00,family,0.03261639223754281
09/06/00,president,0.03110900518875767
09/06/00,herbert,0.03110900518875767
09/07/00,tunnel,0.024749846553167133
09/07/00,store,0.018692799250090212
09/07/00,art,0.017254891615467886
09/07/00,valgora,0.01649989770211142
09/07/00,curtain,0.01649989770211142
09/08/00,hour,0.022358688904492087
09/08/00,admission,0.01562805293751253
09/08/00,artist,0.013752686585004061
09/08/00,museum,0.013524085307841322
09/08/00,gallery,0.013415213342695255
09/09/00,oil,0.01901022275941907
09/09/00,terrorism,0.01901022275941907
09/09/00,kyrgyzstan,0.01901022275941907
09/09/00,officer,0.015841852299515895
09/09/00,news,0.015841852299515895
09/10/00,kaplan,0.06137451614168978
09/10/00,time,0.03347700880455807
09/10/00,gastroenterology,0.03347700880455807
09/10/00,village,0.03347700880455807
09/10/00,ziegler,0.022318005869705376
09/11/00,double,0.03362030890495873
09/11/00,badminton,0.02401450636068481
09/11/00,single,0.020142503537696123
09/11/00,cup,0.019211605088547846
09/11/00,group,0.019211605088547846
09/12/00,sugar,0.06081719333935264
09/12/00,food,0.027943034777540402
09/12/00,drink,0.027943034777540402
09/12/00,consumption,0.01643707928090612
09/12/00,milk,0.01643707928090612
09/13/00,jar,0.04315819006332918
09/13/00,pickle,0.03904788624777402
09/13/00,pork,0.02671697480110854
09/13/00,cucumber,0.01867436399257614
09/13/00,dill,0.01849636716999822
09/14/00,dinosaur,0.06414608726382809
09/14/00,program,0.025100642842367512
09/14/00,museum,0.023392795248488633
09/14/00,sue,0.019522722210730287
09/14/00,hunter,0.013944801579093065
09/15/00,museum,0.012352206823784998
09/15/00,bus,0.011640140357750711
09/15/00,work,0.010143836156494519
09/15/00,johnson,0.00931211228620057
09/15/00,admission,0.0089266935907766
09/16/00,hunchback,0.03622450579148507
09/16/00,show,0.03293136890135007
09/16/00,puppet,0.029638232011215057
09/16/00,story,0.02634509512108005
09/16/00,theater,0.02531984297021013
09/17/00,wolfson,0.026381644505845493
09/17/00,avner,0.020885468567127686
09/17/00,odigo,0.016488527816153436
09/17/00,aol,0.012091587065179184
09/17/00,user,0.008793881501948498
09/18/00,security,0.026143579120090476
09/18/00,benefit,0.0187015028971373
09/18/00,medicare,0.016029859626117686
09/18/00,choice,0.016029859626117686
09/18/00,spending,0.016029859626117686
09/19/00,team,0.025188581534936156
09/19/00,genetics,0.02316645844274153
09/19/00,medal,0.019791028513073333
09/19/00,pain,0.018018356566576743
09/19/00,bar,0.015444305628494352
09/20/00,ridgewood,0.05129730200314067
09/20/00,college,0.03847297650235551
09/20/00,jane,0.03206081375196293
09/20/00,society,0.025648651001570336
09/20/00,school,0.025648651001570336
09/21/00,pastore,0.029937258933577852
09/21/00,village,0.02138375638112704
09/21/00,cairo,0.01710700510490163
09/21/00,nasrallah,0.012830253828676225
09/21/00,egypt,0.012830253828676225
09/22/00,johnson,0.015830290991841554
09/22/00,art,0.012599008961319361
09/22/00,hour,0.011064898102394107
09/22/00,artist,0.011036427683462654
09/22/00,oct,0.009220748802692063
09/23/00,rabbi,0.02463961453989143
09/23/00,government,0.01847971090491857
09/23/00,party,0.01847971090491857
09/23/00,leader,0.01847971090491857
09/23/00,jew,0.01847971090491857
09/24/00,shift,0.015892324337171866
09/24/00,job,0.013885322500944685
09/24/00,dairy,0.01324360361430989
09/24/00,plant,0.01324360361430989
09/24/00,melody,0.0119192432528789
09/25/00,security,0.07915637894705271
09/25/00,debt,0.059367284210289535
09/25/00,bond,0.04947273684190795
09/25/00,obligation,0.03957818947352636
09/25/00,month,0.029683642105144768
09/26/00,bird,0.07435943555121317
09/26/00,field,0.03241308729155446
09/26/00,guide,0.027986692908499245
09/26/00,sibley,0.02287982632345021
09/26/00,calorie,0.01906652193620851
09/27/00,mortimer,0.01978050722901851
09/27/00,brasserie,0.014385823439286188
09/27/00,bar,0.014385823439286188
09/27/00,king,0.01078936757946464
09/27/00,bernbaum,0.01078936757946464
09/28/00,game,0.07583824161112976
09/28/00,card,0.02816848974127677
09/28/00,monster,0.026001682838101635
09/28/00,program,0.023834875934926496
09/28/00,slot,0.023834875934926496
09/29/00,sandwich,0.027252920348948502
09/29/00,vancouver,0.023350355047419384
09/29/00,butter,0.006153885240085146
09/29/00,bread,0.0052747587772158395
09/29/00,peanut,0.004395632314346533
09/30/00,pollock,0.0640931412904804
09/30/00,harris,0.017255845732052414
09/30/00,krasner,0.014790724913187784
09/30/00,artist,0.014790724913187784
09/30/00,film,0.013733579914493435
10/01/00,jennings,0.02089563206266902
10/01/00,revolution,0.010309708258904201
